,Name,Team,L/R,POS,IP,GS,GP,HA,R,ER,HR,BB,K,W,L,S,HD,BS,ERA,WHIP,SB,CS,SBP,W-Z,K-Z,S-Z,ERA-Z,WHIP-Z,Z-SUM,Z-SUM-A,ACV,
566,Sammy Peralta,ANA| CHA,LEFT,RP,15.0,0,9,21,9,8,2,7,11,0,0,0,0,0,4.800,1.867,1,1,0.067,-2.292,-2.689,-0.501,-0.149,-0.486,-6.117,0.673,1.2658169080731034,
567,Johnny Cueto,SFN| CHA| MIA| ANA,RIGHT,P,11.333333333333332,2,2,14,9,9,4,3,6,0,2,0,0,0,7.147,1.500,0,0,0.0,-2.292,-2.797,-0.501,-0.36,-0.167,-6.117,0.673,1.2658169080731034,
568,Joe Boyle,TBA| OAK,RIGHT,SP| RP,47.666666666666664,10,13,42,35,34,4,40,56,3,6,0,0,0,6.420,1.720,10,1,0.21,-1.511,-1.719,-0.501,-1.192,-1.207,-6.13,0.6600000000000001,1.241365764232167,
569,Cole Winn,TEX,RIGHT,RP,17.333333333333336,0,13,18,15,15,2,4,14,0,1,0,0,0,7.788,1.269,2,0,0.115,-2.292,-2.625,-0.501,-0.654,-0.062,-6.134,0.6559999999999997,1.2338423353580317,
570,Keaton Winn,SFN,RIGHT,SP,55.33333333333333,12,12,56,44,44,9,20,48,3,8,0,0,0,7.157,1.373,7,3,0.127,-1.511,-1.891,-0.501,-1.763,-0.476,-6.143,0.6470000000000002,1.2169146203912304,
571,Brett de Geus,PHI| ARI| TEX| MIA| SEA| TOR,RIGHT,RP,11.333333333333332,0,13,14,10,9,0,4,7,0,2,0,0,0,7.147,1.588,1,1,0.088,-2.292,-2.776,-0.501,-0.36,-0.215,-6.144,0.6459999999999999,1.2150337631726964,
572,Miguel Castro,CHA| BAL| NYN| NYA| ARI,RIGHT,RP,13.666666666666668,0,11,20,9,9,3,3,8,0,0,0,0,0,5.927,1.683,0,0,0.0,-2.292,-2.754,-0.501,-0.279,-0.321,-6.148,0.6420000000000003,1.2075103342985627,
573,Bailey Horn,DET| BOS,LEFT,RP,18.0,0,18,22,14,13,5,10,13,1,1,0,0,0,6.500,1.778,2,0,0.111,-2.032,-2.646,-0.501,-0.464,-0.506,-6.148,0.6420000000000003,1.2075103342985627,
574,Thyago Vieira,MIL| ARI| BAL,RIGHT,RP,38.00000000000001,0,28,37,23,22,8,26,39,0,1,1,0,0,5.210,1.658,2,0,0.053,-2.292,-2.085,-0.413,-0.523,-0.848,-6.162,0.6280000000000001,1.1811783332390922,
575,Jose Cisnero,DET| ANA,RIGHT,RP,15.666666666666666,0,15,18,15,12,4,8,17,0,0,0,0,0,6.894,1.660,1,0,0.064,-2.292,-2.56,-0.501,-0.461,-0.351,-6.165,0.625,1.1755357615834912,
576,Jacob Waguespack,TOR| TBA,RIGHT,RP,10.0,1,4,13,7,6,1,10,11,0,0,0,0,0,5.400,2.300,3,0,0.3,-2.292,-2.689,-0.501,-0.155,-0.533,-6.171,0.6189999999999998,1.1642506182722892,
577,Kenny Rosenberg,ANA,LEFT,RP,24.0,1,7,28,17,16,5,8,17,0,1,0,0,0,6.000,1.500,2,1,0.083,-2.292,-2.56,-0.501,-0.506,-0.353,-6.213,0.577,1.0852546150938789,
578,Kent Emanuel,HOU| MIA,LEFT,RP,17.666666666666664,0,12,20,14,13,4,7,12,0,0,0,0,0,6.623,1.528,0,0,0.0,-2.292,-2.668,-0.501,-0.475,-0.284,-6.22,0.5700000000000003,1.0720886145641444,
579,Aaron Brooks,SLN| OAK,RIGHT,SP,26.666666666666664,4,5,33,19,15,4,8,12,0,2,0,0,0,5.062,1.538,2,1,0.075,-2.292,-2.668,-0.501,-0.33,-0.44,-6.231,0.5590000000000002,1.0513991851602749,
580,Brad Keller,CHN| KCA| BOS| CHA,RIGHT,RP,41.333333333333336,2,16,48,28,25,9,15,32,0,4,1,0,0,5.444,1.524,1,0,0.024,-2.292,-2.236,-0.413,-0.658,-0.656,-6.256,0.5339999999999998,1.0043777546969346,
581,Reid Detmers,ANA,LEFT,SP,87.33333333333333,17,17,98,67,65,18,38,109,4,9,0,0,0,6.699,1.557,14,3,0.16,-1.251,-0.576,-0.501,-2.41,-1.525,-6.263,0.5270000000000001,0.9912117541672,
582,Caden Dana,ANA,RIGHT,SP,10.333333333333334,3,3,14,12,11,5,7,8,1,2,0,0,0,9.581,2.032,1,0,0.097,-2.032,-2.754,-0.501,-0.562,-0.417,-6.266,0.524,0.9855691825115991,
583,Kody Funderburk,MIN,LEFT,RP,34.66666666666667,0,27,41,26,25,4,15,32,1,0,1,0,0,6.490,1.615,5,1,0.144,-2.032,-2.236,-0.413,-0.89,-0.703,-6.274,0.516,0.9705223247633303,
584,Dallas Keuchel,CHA| ARI| TEX| MIN| MIL,LEFT,SP,16.666666666666664,4,4,23,10,10,3,8,11,0,0,0,0,0,5.400,1.860,4,0,0.24,-2.292,-2.689,-0.501,-0.259,-0.534,-6.276,0.5140000000000002,0.9667606103262636,
585,Yohan Ramirez,PIT| SEA| CLE| CHA| BAL| BOS| LAN| NYN,RIGHT,RP,45.0,0,38,49,35,31,4,17,45,0,5,1,0,0,6.200,1.467,3,0,0.067,-2.292,-1.956,-0.413,-1.033,-0.589,-6.284,0.5060000000000002,0.9517137525779948,
586,Carlos Rodriguez,MIL,RIGHT,SP,12.333333333333334,3,3,19,11,10,3,3,9,0,3,0,0,0,7.297,1.784,0,0,0.0,-2.292,-2.733,-0.501,-0.409,-0.35,-6.285,0.5049999999999999,0.9498328953594607,
587,Antonio Senzatela,COL,RIGHT,SP,12.333333333333332,3,3,15,10,9,3,8,7,0,1,0,0,0,6.568,1.865,2,1,0.162,-2.292,-2.776,-0.501,-0.325,-0.398,-6.293,0.4969999999999999,0.9347860376111919,
588,Jose Suarez,ATL| ANA,LEFT,SP| RP,52.33333333333333,3,22,57,38,35,7,27,56,1,2,1,0,0,6.019,1.605,2,2,0.038,-2.032,-1.719,-0.413,-1.113,-1.035,-6.312,0.47799999999999976,0.8990497504590536,
589,Kenta Maeda,DET| MIN,RIGHT,SP| RP,112.33333333333336,17,29,124,80,76,22,31,96,3,7,0,0,0,6.089,1.380,11,4,0.098,-1.511,-0.856,-0.501,-2.463,-1.001,-6.333,0.45699999999999985,0.8595517488698484,
590,Nick Ramirez,DET| SDN| NYA| LAN,LEFT,RP,13.333333333333334,0,8,18,11,9,0,7,5,0,0,0,0,0,6.075,1.875,2,1,0.15,-2.292,-2.819,-0.501,-0.291,-0.437,-6.34,0.4500000000000002,0.846385748340114,
591,Jordan Leasure,CHA,RIGHT,RP,31.333333333333332,0,33,32,22,22,6,18,26,0,2,2,0,0,6.319,1.596,0,0,0.0,-2.292,-2.366,-0.326,-0.754,-0.605,-6.343,0.44700000000000006,0.840743176684513,
592,Brandon Bielak,HOU| OAK,RIGHT,RP,29.66666666666667,0,16,39,17,17,5,13,14,1,0,0,0,0,5.157,1.753,1,0,0.034,-2.032,-2.625,-0.501,-0.393,-0.798,-6.349,0.44099999999999984,0.829458033373311,
593,Zebby Matthews,MIN,RIGHT,SP,37.666666666666664,9,9,51,31,28,11,11,43,1,4,0,0,0,6.690,1.646,1,0,0.027,-2.032,-1.999,-0.501,-1.037,-0.819,-6.388,0.40200000000000014,0.7561046018505018,
594,Dominic Leone,CLE| SFN| ANA| NYN| SEA| CHA,RIGHT,RP,19.0,0,23,20,17,14,4,14,17,0,2,0,0,0,6.632,1.790,8,0,0.421,-2.292,-2.56,-0.501,-0.513,-0.544,-6.41,0.3799999999999999,0.7147257430427625,
595,Jose Cuas,KCA| CHN| TOR,RIGHT,RP,16.333333333333332,0,13,19,15,14,4,10,17,0,0,0,0,0,7.714,1.776,0,0,0.0,-2.292,-2.56,-0.501,-0.605,-0.457,-6.415,0.375,0.7053214569500947,
596,Alex Wood,LAN| SFN| OAK,LEFT,SP,39.333333333333336,9,9,51,27,23,6,19,33,1,3,0,0,0,5.263,1.780,3,3,0.076,-2.032,-2.215,-0.501,-0.56,-1.109,-6.417,0.3730000000000002,0.701559742513028,
597,Tyler Matzek,NYA| ATL,LEFT,RP,10.0,0,11,16,11,11,3,3,10,0,0,0,0,0,9.900,1.900,0,0,0.0,-2.292,-2.711,-0.501,-0.574,-0.34,-6.418,0.3719999999999999,0.6996788852944937,
598,Mike Clevinger,CHA| CLE| SDN,RIGHT,SP,16.0,4,4,22,13,12,4,9,15,0,3,0,0,0,6.750,1.938,5,0,0.312,-2.292,-2.603,-0.501,-0.449,-0.573,-6.418,0.3719999999999999,0.6996788852944937,
599,Noah Davis,LAN| MIN| COL,RIGHT,RP,20.333333333333336,0,9,31,15,13,3,7,15,0,0,0,0,0,5.754,1.869,0,2,0.0,-2.292,-2.603,-0.501,-0.382,-0.66,-6.439,0.351,0.6601808837052886,
600,Mitch White,LAN| TOR| MIL| SFN,RIGHT,RP,23.666666666666664,0,13,26,21,19,4,13,13,1,1,0,0,0,7.225,1.648,2,0,0.085,-2.032,-2.646,-0.501,-0.769,-0.517,-6.465,0.3250000000000002,0.6112785960234157,
601,Kyle Tyler,ANA| SDN| MIA,RIGHT,SP,31.666666666666668,7,8,37,19,19,4,18,25,0,2,0,0,0,5.400,1.737,3,3,0.095,-2.292,-2.387,-0.501,-0.491,-0.827,-6.499,0.29100000000000037,0.5473294505932742,
602,Ky Bush,CHA,LEFT,SP,17.666666666666668,4,4,20,11,11,2,16,11,0,3,0,0,0,5.604,2.038,2,1,0.113,-2.292,-2.689,-0.501,-0.308,-0.718,-6.508,0.28200000000000003,0.5304017356264713,
603,Bradley Blalock,COL| MIL,RIGHT,SP,30.666666666666668,6,7,35,22,20,4,20,20,1,3,0,0,0,5.870,1.794,5,0,0.163,-2.032,-2.495,-0.501,-0.61,-0.885,-6.523,0.26700000000000035,0.5021888773484681,
604,Walker Buehler,BOS| PHI| LAN,RIGHT,SP,75.33333333333333,16,16,89,52,45,16,28,64,1,6,0,0,0,5.376,1.553,12,2,0.159,-2.032,-1.546,-0.501,-1.152,-1.3,-6.532,0.258,0.48526116238166517,
605,Bryce Elder,ATL,RIGHT,SP,49.66666666666667,10,10,64,37,36,8,17,46,2,5,0,0,0,6.524,1.631,9,1,0.181,-1.772,-1.934,-0.501,-1.29,-1.044,-6.541,0.24899999999999967,0.46833344741486227,
606,Mason Black,SFN,RIGHT,SP,36.33333333333333,8,9,46,26,26,7,15,31,1,5,0,0,0,6.440,1.679,2,2,0.055,-2.032,-2.258,-0.501,-0.915,-0.848,-6.554,0.23599999999999977,0.44388230357392583,
607,Darius Vines,ATL,RIGHT,P,13.666666666666668,2,4,21,14,13,4,4,9,0,1,0,0,0,8.561,1.829,2,1,0.146,-2.292,-2.733,-0.501,-0.614,-0.418,-6.558,0.2320000000000002,0.43635887469979234,
608,Michael Mercado,PHI,RIGHT,RP,13.000000000000002,2,5,16,16,16,9,9,10,1,2,0,0,0,11.077,1.923,1,1,0.077,-2.032,-2.711,-0.501,-0.888,-0.456,-6.589,0.20099999999999962,0.37805230092525005,
609,Easton Lucas,TOR| OAK| DET,LEFT,RP,11.666666666666666,0,8,17,15,14,1,9,10,1,0,0,0,0,10.800,2.229,0,0,0.0,-2.032,-2.711,-0.501,-0.767,-0.581,-6.592,0.1980000000000004,0.37240972926965077,
610,Will Smith,ATL| HOU| TEX| KCA,LEFT,RP,41.333333333333336,0,45,45,31,30,7,15,29,0,4,1,0,0,6.532,1.452,4,1,0.097,-2.292,-2.301,-0.413,-1.077,-0.511,-6.595,0.19500000000000028,0.36676715761404977,
611,Chris Flexen,CHN| SEA| COL| CHA,RIGHT,SP| RP,160.00000000000003,30,33,180,95,88,24,63,123,3,15,0,0,0,4.950,1.519,6,4,0.037,-1.511,-0.274,-0.501,-1.813,-2.497,-6.596,0.19399999999999995,0.36488630039551556,
612,Brandon Hughes,CHN| ARI,LEFT,RP,17.666666666666668,2,15,24,16,16,8,10,21,0,0,0,0,0,8.151,1.925,1,0,0.057,-2.292,-2.474,-0.501,-0.726,-0.621,-6.615,0.17499999999999982,0.32915001324337717,
613,Grant Anderson,MIL| TEX,RIGHT,RP,26.666666666666668,0,23,33,24,24,11,10,29,0,1,1,0,0,8.100,1.613,4,0,0.15,-2.292,-2.301,-0.413,-1.084,-0.537,-6.627,0.16300000000000026,0.306579726620975,
614,Peter Lambert,COL,RIGHT,SP| RP,61.33333333333334,3,28,73,42,39,7,29,50,2,5,0,0,0,5.723,1.663,6,1,0.098,-1.772,-1.848,-0.501,-1.136,-1.384,-6.641,0.14900000000000002,0.28024772556150435,
615,Kai-Wei Teng,SFN,RIGHT,RP,11.0,0,4,15,12,12,2,8,7,0,0,0,0,0,9.818,2.091,0,0,0.0,-2.292,-2.776,-0.501,-0.623,-0.475,-6.667,0.12300000000000022,0.23134543787963147,
616,Spencer Howard,PHI| TEX| CLE| SFN,RIGHT,SP| RP,29.000000000000007,3,9,44,24,20,5,14,27,1,2,0,0,0,6.207,2.000,3,2,0.103,-2.032,-2.344,-0.501,-0.668,-1.125,-6.67,0.1200000000000001,0.22570286622403052,
617,Ricardo Pinto,PHI,RIGHT,RP,10.666666666666666,0,6,19,14,13,2,5,8,0,0,1,0,0,10.969,2.250,0,0,0.0,-2.292,-2.754,-0.413,-0.718,-0.542,-6.72,0.07000000000000028,0.13166000529735156,
618,Yerry Rodriguez,TEX| TOR,RIGHT,RP,21.666666666666668,0,16,26,22,21,7,13,17,1,0,0,0,0,8.723,1.800,1,0,0.046,-2.032,-2.56,-0.501,-1.006,-0.632,-6.731,0.05900000000000016,0.11097057589348187,
619,Justin Lawrence,PIT| COL,RIGHT,RP,59.666666666666686,0,56,73,52,43,9,33,45,4,4,2,0,0,6.486,1.776,8,2,0.134,-1.251,-1.956,-0.326,-1.529,-1.673,-6.734,0.05600000000000005,0.1053280042378809,
620,Slade Cecconi,CLE| ARI,RIGHT,SP| RP,77.0,13,20,92,57,57,16,17,64,2,7,0,0,0,6.662,1.416,6,5,0.078,-1.772,-1.546,-0.501,-2.099,-0.819,-6.737,0.052999999999999936,0.09968543258227994,
621,J. P. France,HOU,RIGHT,SP,25.333333333333336,5,5,31,21,21,5,12,22,0,3,0,0,0,7.460,1.697,1,1,0.039,-2.292,-2.452,-0.501,-0.879,-0.613,-6.738,0.0519999999999996,0.09780457536374572,
622,Ben Heller,NYA| ATL| PIT,RIGHT,RP,11.999999999999998,0,8,19,16,15,1,6,15,0,1,0,0,0,11.250,2.083,4,1,0.333,-2.292,-2.603,-0.501,-0.839,-0.514,-6.75,0.040000000000000036,0.0752342887413435,
623,Tommy Henry,ARI,LEFT,SP,38.33333333333333,7,9,49,31,30,9,18,30,2,3,0,0,0,7.043,1.748,1,2,0.026,-1.772,-2.28,-0.501,-1.181,-1.022,-6.755,0.03500000000000014,0.06583000264867578,
624,Domingo German,NYA| PIT,RIGHT,RP,20.666666666666664,2,7,25,19,18,4,13,18,0,1,0,0,0,7.839,1.839,7,0,0.339,-2.292,-2.538,-0.501,-0.79,-0.641,-6.763,0.027000000000000135,0.05078314490040707,
625,Zack Thompson,SLN,LEFT,RP,17.0,2,5,24,18,18,6,8,20,0,2,0,0,0,9.529,1.882,3,0,0.176,-2.292,-2.495,-0.501,-0.917,-0.563,-6.769,0.020999999999999908,0.03949800158920513,
626,Darren McCaughan,MIN| SEA| CLE| MIA,RIGHT,SP| RP,42.0,5,12,53,32,29,9,15,28,0,0,2,0,0,6.214,1.619,5,3,0.119,-2.292,-2.323,-0.326,-0.97,-0.859,-6.769,0.020999999999999908,0.03949800158920513,
627,Trevor Rogers,BAL| MIA,LEFT,SP,124.33333333333333,25,25,140,74,68,14,56,97,2,11,0,0,0,4.922,1.576,14,6,0.113,-1.772,-0.834,-0.501,-1.377,-2.286,-6.77,0.020000000000000462,0.03761714437067259,
628,Patrick Corbin,TEX| WAS,LEFT,SP,174.66666666666669,32,32,208,114,109,25,54,139,6,13,0,0,0,5.616,1.500,24,9,0.137,-0.731,0.071,-0.501,-3.062,-2.568,-6.79,0.0,0.0,
629,Daulton Jefferies,OAK| PIT| SFN,RIGHT,RP,14.666666666666666,1,6,24,20,16,4,4,12,0,2,0,0,0,9.818,1.909,1,0,0.068,-2.292,-2.668,-0.501,-0.83,-0.505,-6.796,-0.006000000000000227,-0.011285143311201944,
630,Scott McGough,ARI| ATH,RIGHT,RP,32.666666666666664,2,26,34,30,27,6,21,25,1,3,0,0,0,7.439,1.684,4,0,0.122,-2.032,-2.387,-0.501,-1.126,-0.77,-6.816,-0.0259999999999998,-0.04890228768187286,
631,Sixto Sanchez,MIA,RIGHT,SP| RP,35.66666666666667,7,14,43,29,24,3,14,17,0,3,0,0,0,6.056,1.598,4,1,0.112,-2.292,-2.56,-0.501,-0.771,-0.693,-6.818,-0.02799999999999958,-0.052664002118939617,
632,Matt Sauer,LAN| KCA,RIGHT,RP,16.333333333333336,0,14,23,14,14,3,11,9,0,0,0,0,0,7.714,2.082,0,0,0.0,-2.292,-2.733,-0.501,-0.605,-0.698,-6.829,-0.0389999999999997,-0.07335343152280929,
633,Yunior Marte,SFN| PHI,RIGHT,RP,26.000000000000004,0,23,34,22,20,5,15,23,0,0,0,0,0,6.923,1.885,5,0,0.192,-2.292,-2.431,-0.501,-0.772,-0.864,-6.86,-0.07000000000000028,-0.13166000529735156,
634,Yonny Chirinos,TBA| ATL| MIA,RIGHT,SP,30.0,6,6,43,21,21,7,13,25,0,2,0,0,0,6.300,1.867,7,1,0.233,-2.292,-2.387,-0.501,-0.717,-0.971,-6.869,-0.07899999999999974,-0.1485877202641528,
635,Adrian Houser,CHA| TBA| MIL| NYN,RIGHT,SP| RP,69.33333333333333,7,23,74,48,45,8,32,45,1,5,1,0,0,5.841,1.529,8,4,0.115,-2.032,-1.956,-0.413,-1.361,-1.116,-6.878,-0.08800000000000008,-0.16551543523095572,
636,Touki Toussaint,ANA| ATL| CHA| CLE,RIGHT,RP,23.0,0,11,35,19,19,3,18,26,1,2,0,0,0,7.435,2.304,2,1,0.087,-2.032,-2.366,-0.501,-0.792,-1.23,-6.921,-0.13100000000000023,-0.2463922956279002,
637,Shaun Anderson,ANA| SFN| BAL| MIN| SDN| TOR| MIA| TEX,RIGHT,RP,16.333333333333332,2,6,34,19,15,3,1,10,0,2,0,0,0,8.265,2.143,0,0,0.0,-2.292,-2.711,-0.501,-0.689,-0.746,-6.939,-0.14900000000000002,-0.28024772556150435,
638,Jordan Weems,HOU| OAK| ARI| WAS,RIGHT,RP,41.66666666666666,0,41,49,35,31,7,24,35,1,1,0,0,0,6.696,1.752,6,1,0.144,-2.032,-2.172,-0.501,-1.149,-1.119,-6.972,-0.18200000000000038,-0.3423160137731134,
639,Tim Mayza,PHI| PIT| TOR| NYA,LEFT,RP,42.66666666666667,0,50,54,34,30,5,15,28,0,2,0,0,0,6.328,1.617,9,2,0.211,-2.292,-2.323,-0.501,-1.03,-0.868,-7.015,-0.22499999999999964,-0.42319287417005613,
640,Tom Cosgrove,CHN| SDN,LEFT,RP,14.666666666666668,0,18,23,19,19,3,6,15,0,1,0,0,0,11.659,1.977,0,0,0.0,-2.292,-2.603,-0.501,-1.082,-0.553,-7.031,-0.24099999999999966,-0.4532865896665936,
641,Jordan Montgomery,NYA| SLN| TEX| ARI,LEFT,SP| RP,117.0,21,25,149,83,81,14,44,83,8,7,1,0,0,6.231,1.650,14,4,0.12,-0.21,-1.136,-0.413,-2.72,-2.564,-7.044,-0.25399999999999956,-0.47773773350753,
642,Kyle Hendricks,ANA| CHN,RIGHT,SP| RP,130.66666666666669,24,29,147,88,86,21,43,87,4,12,0,0,0,5.923,1.454,14,7,0.107,-1.251,-1.05,-0.501,-2.664,-1.632,-7.098,-0.30799999999999983,-0.5793040233083442,
643,Adam Mazur,MIA| SDN,RIGHT,SP,33.666666666666664,8,8,40,28,28,6,21,22,1,3,0,0,0,7.485,1.812,2,0,0.059,-2.032,-2.452,-0.501,-1.175,-1.001,-7.162,-0.3719999999999999,-0.6996788852944937,
644,Will Warren,NYA,RIGHT,SP,22.666666666666664,5,6,33,27,26,5,10,29,0,3,0,0,0,10.323,1.897,1,2,0.044,-2.292,-2.301,-0.501,-1.39,-0.767,-7.251,-0.4610000000000003,-0.8670751777439837,
645,Jake Woodford,ARI| SLN| CHA| PIT,RIGHT,SP,35.0,7,9,48,37,31,6,9,26,0,6,0,0,0,7.971,1.629,3,0,0.086,-2.292,-2.366,-0.501,-1.38,-0.732,-7.271,-0.48099999999999987,-0.9046923221146546,
646,Ross Stripling,LAN| TOR| SFN| OAK,RIGHT,SP| RP,85.33333333333333,14,22,109,65,57,7,22,49,2,11,0,0,0,6.012,1.535,7,1,0.082,-1.772,-1.87,-0.501,-1.81,-1.399,-7.352,-0.5620000000000003,-1.0570417568158759,
647,Anthony Molina,COL,RIGHT,RP,59.666666666666664,1,35,72,46,45,5,22,41,1,1,0,0,0,6.788,1.575,6,2,0.101,-2.032,-2.042,-0.501,-1.696,-1.094,-7.366,-0.5759999999999996,-1.0833737578753448,
648,Roddery Munoz,SLN| MIA,RIGHT,SP,82.66666666666666,17,18,89,66,60,26,42,70,2,7,0,0,0,6.532,1.585,6,5,0.073,-1.772,-1.417,-0.501,-2.154,-1.553,-7.396,-0.6059999999999999,-1.1397994744313529,
649,Nick Nastrini,CHA,RIGHT,SP,35.66666666666667,8,9,32,33,28,7,36,26,0,7,0,0,0,7.065,1.907,15,0,0.421,-2.292,-2.366,-0.501,-1.106,-1.223,-7.489,-0.6989999999999998,-1.3147191957549762,
650,Tanner Gordon,COL,RIGHT,SP,34.333333333333336,8,8,53,34,33,10,6,26,0,6,0,0,0,8.650,1.718,1,0,0.029,-2.292,-2.366,-0.501,-1.571,-0.866,-7.596,-0.806,-1.5159709181380703,
651,Jack Leiter,TEX,RIGHT,SP| RP,35.666666666666664,6,9,44,39,35,7,17,31,0,3,0,0,0,8.832,1.710,4,0,0.112,-2.292,-2.258,-0.501,-1.692,-0.886,-7.629,-0.8389999999999995,-1.5780392063496778,
652,Louie Varland,MIN| TOR,RIGHT,SP| RP,49.66666666666668,7,16,68,44,42,12,16,49,0,6,0,0,0,7.611,1.691,1,0,0.02,-2.292,-1.87,-0.501,-1.792,-1.188,-7.643,-0.8529999999999998,-1.6043712074091483,
653,Ty Blach,COL,LEFT,SP| RP,71.33333333333334,12,20,103,55,55,17,18,36,3,8,0,0,0,6.939,1.696,1,0,0.014,-1.511,-2.15,-0.501,-2.128,-1.724,-8.015,-1.2250000000000005,-2.3040500927036436,
654,Bobby Miller,LAN,RIGHT,SP,56.0,13,13,69,53,53,17,30,52,2,4,0,0,0,8.518,1.768,5,1,0.089,-1.772,-1.805,-0.501,-2.493,-1.546,-8.118,-1.3280000000000003,-2.4977783862126026,
655,Dakota Hudson,SLN| COL,RIGHT,SP,89.0,18,18,99,66,61,11,50,49,2,12,0,0,0,6.168,1.674,6,5,0.067,-1.772,-1.87,-0.501,-2.017,-2.056,-8.216,-1.4259999999999993,-2.682102393628892,
656,Taijuan Walker,PHI| SEA| TOR| NYN,RIGHT,SP| RP,83.66666666666666,15,19,107,68,66,24,37,58,3,7,0,0,0,7.100,1.721,6,4,0.072,-1.511,-1.676,-0.501,-2.621,-2.122,-8.431,-1.6409999999999991,-3.0864866956136128,
